timestamp,cpu_demand,memory_demand,storage_demand,network_demand,predicted_demand
2025-01-01 00:00:00,39.963209507789,18.884969662896474,167.76755768115768,675.975964266809,40.5386467812979
2025-01-01 01:00:00,86.05714451279329,45.64257105337686,161.1404595823999,798.7145832194586,91.31407133308288
2025-01-01 02:00:00,68.5595153449124,70.47093769073062,457.8145612344665,257.963219804574,72.12681679653143
2025-01-01 03:00:00,57.89267873576293,59.91686648071709,162.29578993227773,628.625358610929,53.885346410166875
2025-01-01 04:00:00,22.48149123539492,65.49208608960873,172.37737675788395,576.0285233123112,20.904412241031487
2025-01-01 05:00:00,22.479561626896214,54.4087525033038,391.72921808808366,834.5020730203884,21.437293909501733
2025-01-01 06:00:00,14.646688973455957,56.920742338838934,252.382929102743,907.0261898764479,14.239729918688942
2025-01-01 07:00:00,79.29409166199481,68.68967386739894,399.51975062983155,22.035203762612937,77.84230535820686
2025-01-01 08:00:00,58.0892009394567,23.725100664438944,79.41477090397336,677.2797198682048,60.176894486835366
2025-01-01 09:00:00,66.64580622368364,41.70687227323553,269.40703715302294,61.31744112853173,60.736728221075055
2025-01-01 10:00:00,11.646759543664196,21.590708136470166,65.12612008247719,553.3700784265824,10.562848519067693
2025-01-01 11:00:00,87.59278817295954,79.07510059974852,78.19394155490954,294.75640175324145,85.69921714020182
2025-01-01 12:00:00,76.59541126403374,75.804450476496,457.8968540049849,313.7088335269198,79.61577808116253
2025-01-01 13:00:00,26.987128854262092,7.957010852637943,112.66041700291782,359.428918417833,25.33246887390288
2025-01-01 14:00:00,24.54599737656805,57.91813793867664,289.5893070238477,625.079524559114,25.240671101705765
2025-01-01 15:00:00,24.672360788274705,74.39362380617494,234.99302117031795,340.7094660120815,23.48723942188897
2025-01-01 16:00:00,34.33937943676302,18.543150884550016,206.3044968164792,735.3720600843776,36.99097091392517
2025-01-01 17:00:00,51.98051453057903,47.59589229144721,454.9250055592726,410.48211171813097,56.09414791009001
2025-01-01 18:00:00,44.55560149136926,73.66162231910315,59.82052854897027,77.66966830685904,42.74920338272075
2025-01-01 19:00:00,33.298331215843355,7.545948393934913,348.7053587790151,785.9222440592662,31.500179733667654
2025-01-01 20:00:00,58.94823157779036,57.306520043513,483.52749539609766,292.90074134677894,57.90253677885637
2025-01-01 21:00:00,21.15950885216335,27.301175552941306,302.0756825578289,438.43921080327,20.061464008115863
2025-01-01 22:00:00,33.37157188281745,74.32971465323978,471.5701079148913,688.5894443896825,34.522115846386534
2025-01-01 23:00:00,39.308947463495336,77.82936838740258,73.5160456787107,339.1315955772249,41.87239937441729
2025-01-02 00:00:00,46.48559873736288,75.81998668350754,238.45699358337262,66.01979958524848,48.09485700578967
2025-01-02 01:00:00,72.81407691144109,40.566066249309785,167.07100593292301,380.18183654268546,77.53753259389599
2025-01-02 02:00:00,25.973902572668777,69.65319882419851,378.8694342413284,945.0040968673604,25.438799464059908
2025-01-02 03:00:00,51.13875507308893,68.34120489013029,491.583690723761,645.3170533255726,47.623650621549565
2025-01-02 04:00:00,57.3931655089634,28.932535493244174,165.4385280999115,674.7643571805348,60.12451713036434
2025-01-02 05:00:00,13.716033017599818,67.16866056130081,344.3785706633335,635.9593321012635,13.333285758744738
2025-01-02 06:00:00,58.603588152115066,7.775572603661947,139.14393474188307,207.00221756984243,60.61100513295526
2025-01-02 07:00:00,23.64192989498332,49.72024088615398,304.39861455722445,424.1505254612573,22.557445926051958
2025-01-02 08:00:00,15.204127438822361,22.25066279657773,258.7696190097513,753.4304003796851,13.930719838822055
2025-01-02 09:00:00,85.91084298026666,14.04251643329591,487.4023983341917,110.35916857762756,94.37446643768409
2025-01-02 10:00:00,87.25056264596475,10.771490122190688,323.83727271340996,285.07424832881514,81.25124027198686
2025-01-02 11:00:00,74.67178784931689,57.22165819086048,207.27786743906844,283.55591738119506,81.9660416177956
2025-01-02 12:00:00,34.36910153386965,30.49062228260496,101.34310319957001,437.6987383185609,37.6498380263606
